Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2013,A,0,_L_GH_160501_1,,IX,,46
2014,A,0,_L_GH_160501_1,,IX,,48
2015,A,0,_L_GH_160501_1,,IX,,47
2016,A,0,_L_GH_160501_1,,IX,,43
2017,A,0,_L_GH_160501_1,,IX,,40
2018,A,0,_L_GH_160501_1,,IX,,41
2019,A,0,_L_GH_160501_1,,IX,,41
