Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2014,A,0,SL_EMP_EARN,,,CUR_LCU,,495.47
2014,A,0,SL_EMP_EARN,,M,CUR_LCU,,592.64
2014,A,0,SL_EMP_EARN,,F,CUR_LCU,,395.48
2015,A,0,SL_EMP_EARN,,,CUR_LCU,,898.65
2015,A,0,SL_EMP_EARN,,M,CUR_LCU,,1011.13
2015,A,0,SL_EMP_EARN,,F,CUR_LCU,,715.22
2017,A,0,SL_EMP_EARN,,,CUR_LCU,,972.0
2017,A,0,SL_EMP_EARN,,M,CUR_LCU,,1106.0
2017,A,0,SL_EMP_EARN,,F,CUR_LCU,,679.0
