Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
1990,A,0,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,760
2007,A,0,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,580
2017,A,0,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,310
2010,A,0,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,485
2021,A,0,SH_STA_MORT,,PER_100000_LIVE_BIRTHS,,301
