Year,OBS_STATUS,UNIT_MULT,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2020,A,0,EN_MAR_BEALITSQ,,NUMBER,,152134672
2019,A,0,EN_MAR_BEALITSQ,,NUMBER,,179760103
2017,A,0,EN_MAR_BEALITSQ,,NUMBER,,56875108
2016,A,0,EN_MAR_BEALITSQ,,NUMBER,,33579283
